sentence,label,tokens,bio_tags
I want gift suggestion for general in all gifts,2,want|gift|suggestion|for|general|in|all|gifts,
I want a gift for husband for Fathers Day,2,want|gift|for|husband|for|fathers|day,
I want gift suggestion for husband for personalised category,2,want|gift|suggestion|for|husband|for|personalised|category,
I want gift suggestion for friend for personalised category,2,want|gift|suggestion|for|friend|for|personalised|category,
I want gift suggestion,2,want|gift|suggestion,
I want gift suggestion for friend for birthday,2,want|gift|suggestion|for|friend|for|birthday,
Iwant single artificial rose long stem,2,iwant|single|artificial|rose|long|stem,
I want gift suggestion for husband for anniversary,2,want|gift|suggestion|for|husband|for|anniversary,
I want gift suggestion for boyfriend for birthday,2,want|gift|suggestion|for|boyfriend|for|birthday,
I want gift suggestion for boyfriend for birthday,2,want|gift|suggestion|for|boyfriend|for|birthday,
I want a gift for brother for Raksha Bandhan,2,want|gift|for|brother|for|raksha|bandhan,
I want a gift for girlfriend for Christmas,2,want|gift|for|girlfriend|for|christmas,
I need pieces puzzle,2,need|pieces|puzzle,
I want gift suggestion for friend,2,want|gift|suggestion|for|friend,
I want gift suggestion,2,want|gift|suggestion,
I want gift suggestion for friend for birthday,2,want|gift|suggestion|for|friend|for|birthday,
I want gift suggestion for husband for love romance,2,want|gift|suggestion|for|husband|for|love|romance,
I want gift suggestion for dad for anniversary,2,want|gift|suggestion|for|dad|for|anniversary,
I want gift suggestion for mother,2,want|gift|suggestion|for|mother,
Birthday gift for men,2,birthday|gift|for|men,
I want a gift for mother for Independence Day,2,want|gift|for|mother|for|independence|day,
I want gift suggestion for general in all gifts,2,want|gift|suggestion|for|general|in|all|gifts,
Phone cases,2,phone|cases,
I am searching for a gift th wedding anniversary traditional tin gift,2,am|searching|for|gift|th|wedding|anniversary|traditional|tin|gift,
Hi I need a jigsaw puzzle customized with photos,2,hi|need|jigsaw|puzzle|customized|with|photos,
Customized silver coin,2,customized|silver|coin,
Mother day,2,mother|day,
I want gift suggestion for friend for birthday,2,want|gift|suggestion|for|friend|for|birthday,
I want to gift mu mom on mother's day under what is suitable to buy???,2,want|to|gift|mu|mom|on|mother|day|under|what|is|suitable|to|buy,
I want to order customised card,2,want|to|order|customised|card,
I want a gift,2,want|gift,
I want gift suggestion for husband for anniversary,2,want|gift|suggestion|for|husband|for|anniversary,
I want gift suggestion for boyfriend for love gifts,2,want|gift|suggestion|for|boyfriend|for|love|gifts,
I want gifts under for the quantity of pax,2,want|gifts|under|for|the|quantity|of|pax,
I want to order qty Spotify engraved photo frame,2,want|to|order|qty|spotify|engraved|photo|frame,
I want gift for my bhabhi,2,want|gift|for|my|bhabhi,
I want gift suggestion for general,2,want|gift|suggestion|for|general,
I want gift suggestion for dad for birthday,2,want|gift|suggestion|for|dad|for|birthday,
I want gift suggestion for friend for personalised category,2,want|gift|suggestion|for|friend|for|personalised|category,
I want gift suggestion for wife in all gifts,2,want|gift|suggestion|for|wife|in|all|gifts,
Best friend birthday gift,2,best|friend|birthday|gift,
I want gift suggestion for boyfriend for birthday,2,want|gift|suggestion|for|boyfriend|for|birthday,
customise cake,2,customise|cake,
All gifts,2,all|gifts,
Fufa ji k liye,2,fufa|ji|liye,
a gift for newly wed couple,2,gift|for|newly|wed|couple,
I want gift suggestion for general in all gifts,2,want|gift|suggestion|for|general|in|all|gifts,
Add on delights,2,add|on|delights,
Baby brith photo frame,2,baby|brith|photo|frame,
I want gift suggestion,2,want|gift|suggestion,
Aesthetic gift for sister,2,aesthetic|gift|for|sister,
thermal cope beer ml,2,thermal|cope|beer|ml,
Anniversary,2,anniversary,
I want gift suggestion for friend for birthday,2,want|gift|suggestion|for|friend|for|birthday,
I want gift suggestion for friend for birthday,2,want|gift|suggestion|for|friend|for|birthday,
I want gift suggestion for boyfriend for personalised category,2,want|gift|suggestion|for|boyfriend|for|personalised|category,
I want gift suggestion for wife,2,want|gift|suggestion|for|wife,
Need to order for,2,need|to|order|for,
College farewell gifts under rs 500,2,college|farewell|gifts|under|rs,
I want a gift for husband for Fathers Day,2,want|gift|for|husband|for|fathers|day,
I want a water bottle with personalized name on it,2,want|water|bottle|with|personalized|name|on|it,
I want gift suggestion for couples for anniversary,2,want|gift|suggestion|for|couples|for|anniversary,
Saari function gift,2,saari|function|gift,
I want gift suggestion for sister in all gifts,2,want|gift|suggestion|for|sister|in|all|gifts,
I want several gift for my girlfriend which she can use daily under,2,want|several|gift|for|my|girlfriend|which|she|can|use|daily|under,
I want gift suggestion for husband in naughty gifts,2,want|gift|suggestion|for|husband|in|naughty|gifts,
I want cute boy doll,2,want|cute|boy|doll,
I want to gift for my brother on tomorrow,2,want|to|gift|for|my|brother|on|tomorrow,
Resin art?,2,resin|art,
What are the chocolate for birthday,2,what|are|the|chocolate|for|birthday,
I want to make a customized newspaper congrating a frnd,2,want|to|make|customized|newspaper|congrating|frnd,
I want gift suggestion for friend for personalised category,2,want|gift|suggestion|for|friend|for|personalised|category,
I want a gift for husband for Valentine's Day,2,want|gift|for|husband|for|valentine|day,
I want a gift for husband for Valentine's Day,2,want|gift|for|husband|for|valentine|day,
gram silver coin,2,gram|silver|coin,
I want a gift for couples for Valentine's Day,2,want|gift|for|couples|for|valentine|day,
I want gift suggestion,2,want|gift|suggestion,
I want a gift for wife for Valentine's Day,2,want|gift|for|wife|for|valentine|day,
The king pet portrait,2,the|king|pet|portrait,
Hy i need few gift options for my female employees on womens day under budget each,2,hy|need|few|gift|options|for|my|female|employees|on|womens|day|under|budget|each,
I want gift suggestion for boyfriend in all gifts,2,want|gift|suggestion|for|boyfriend|in|all|gifts,
I want a gift for husband for Valentine's Day,2,want|gift|for|husband|for|valentine|day,
I want gift suggestion for boyfriend for birthday,2,want|gift|suggestion|for|boyfriend|for|birthday,
I want gift suggestion for husband in all gifts,2,want|gift|suggestion|for|husband|in|all|gifts,
I want a gift for husband for Valentine's Day,2,want|gift|for|husband|for|valentine|day,
hi can i have a personalised magazine cover for my husbands birthday.....VOGUE and filmfare digital copy,2,hi|can|have|personalised|magazine|cover|for|my|husbands|birthday|vogue|and|filmfare|digital|copy,
I want a gift for boyfriend for Valentine's Day,2,want|gift|for|boyfriend|for|valentine|day,
I want gift suggestion for dad for birthday,2,want|gift|suggestion|for|dad|for|birthday,
suggest me a birthday to my father on his year birthday,2,suggest|me|birthday|to|my|father|on|his|year|birthday,
I want gift suggestion for husband for birthday,2,want|gift|suggestion|for|husband|for|birthday,
I want gift suggestion for friend for birthday,2,want|gift|suggestion|for|friend|for|birthday,
I want gift suggestion for boyfriend for personalised category,2,want|gift|suggestion|for|boyfriend|for|personalised|category,
I want a gift for husband for Valentine's Day,2,want|gift|for|husband|for|valentine|day,
Would like to get sketch art photo frame,2,would|like|to|get|sketch|art|photo|frame,
I want a gift for husband for Valentine's Day,2,want|gift|for|husband|for|valentine|day,
I want a minions customisation cup but it would be D silicone stainless cup,2,want|minions|customisation|cup|but|it|would|be|silicone|stainless|cup,
I want gift suggestion for husband for birthday,2,want|gift|suggestion|for|husband|for|birthday,
Newspaper,2,newspaper,
Love,2,love,
I want gift suggestion for girlfriend in all gifts,2,want|gift|suggestion|for|girlfriend|in|all|gifts,
I want gift suggestion for husband for personalised category,2,want|gift|suggestion|for|husband|for|personalised|category,
Anniversary,2,anniversary,
I want gift suggestion for wife in all gifts,2,want|gift|suggestion|for|wife|in|all|gifts,
I want a gift for girlfriend for Valentine's Day,2,want|gift|for|girlfriend|for|valentine|day,
I want gift suggestion for husband for anniversary,2,want|gift|suggestion|for|husband|for|anniversary,
I want gift suggestion for wife in all gifts,2,want|gift|suggestion|for|wife|in|all|gifts,
I want gift suggestion for brother,2,want|gift|suggestion|for|brother,
I want gift suggestion for husband for birthday,2,want|gift|suggestion|for|husband|for|birthday,
I want to personalize a gift,2,want|to|personalize|gift,
hi can you get me personalised newspapr of pages?,2,hi|can|you|get|me|personalised|newspapr|of|pages,
I want a gift for boyfriend for Valentine's Day,2,want|gift|for|boyfriend|for|valentine|day,
I want gift suggestion for brother for birthday,2,want|gift|suggestion|for|brother|for|birthday,
I want a gift for husband for Valentine's Day,2,want|gift|for|husband|for|valentine|day,
I want a gift for wife for Valentine's Day,2,want|gift|for|wife|for|valentine|day,
I want a gift for husband for Valentine's Day,2,want|gift|for|husband|for|valentine|day,
I want gift suggestion for friend for birthday,2,want|gift|suggestion|for|friend|for|birthday,
I want gift suggestion for husband for birthday,2,want|gift|suggestion|for|husband|for|birthday,
I want gift suggestion for Boyfriend in naughty gifts,2,want|gift|suggestion|for|boyfriend|in|naughty|gifts,
I want gift suggestion for Boyfriend in naughty gifts,2,want|gift|suggestion|for|boyfriend|in|naughty|gifts,
new year customised calender,2,new|year|customised|calender,
I want gift suggestion for boyfriend,2,want|gift|suggestion|for|boyfriend,
need seat cover,2,need|seat|cover,
Hey I want the hand written poem to frame with my daughter picture,2,hey|want|the|hand|written|poem|to|frame|with|my|daughter|picture,
I want my own personalized wood texture painting under rupees,2,want|my|own|personalized|wood|texture|painting|under|rupees,
I want a gift for husband for Valentine's Day,2,want|gift|for|husband|for|valentine|day,
I want gaming giftcart,2,want|gaming|giftcart,
I want gift suggestion for husband,2,want|gift|suggestion|for|husband,
Haapy new year mirror card,2,haapy|new|year|mirror|card,
Coin,2,coin,
I want gift suggestion for wife in all gifts,2,want|gift|suggestion|for|wife|in|all|gifts,
I want gift suggestion for dad for birthday,2,want|gift|suggestion|for|dad|for|birthday,
I want gift suggestion for boyfriend for birthday,2,want|gift|suggestion|for|boyfriend|for|birthday,
I want gift suggestion for friend for birthday,2,want|gift|suggestion|for|friend|for|birthday,
I want gift suggestion,2,want|gift|suggestion,
I want gift suggestion for friend,2,want|gift|suggestion|for|friend,
I want gift suggestion for friend for birthday,2,want|gift|suggestion|for|friend|for|birthday,
I want gift suggestion for girlfriend,2,want|gift|suggestion|for|girlfriend,
Best friend,2,best|friend,
I want gift suggestion for couples for wedding,2,want|gift|suggestion|for|couples|for|wedding,
I want gift suggestion for sister,2,want|gift|suggestion|for|sister,
I want gift suggestion for brother in all gifts,2,want|gift|suggestion|for|brother|in|all|gifts,
I want gift suggestion for friend in all gifts,2,want|gift|suggestion|for|friend|in|all|gifts,
I want gift suggestion for friend for birthday,2,want|gift|suggestion|for|friend|for|birthday,
I want gift suggestion for friend for birthday,2,want|gift|suggestion|for|friend|for|birthday,
I want gift suggestion for wife in all gifts,2,want|gift|suggestion|for|wife|in|all|gifts,
Birthday thought photo frame,2,birthday|thought|photo|frame,
I need a product to track my fitness,2,need|product|to|track|my|fitness,
Looking for a device to track my running,2,looking|for|device|to|track|my|running,
Can you suggest a tracker for my bike?,2,can|you|suggest|tracker|for|my|bike,
I want to buy a GPS tracker for my car,2,want|to|buy|gps|tracker|for|my|car,
Show me products to track my sleep,2,show|me|products|to|track|my|sleep,
I need a health monitoring device,2,need|health|monitoring|device,
Looking for a smartwatch to track steps,2,looking|for|smartwatch|to|track|steps,
Can you recommend a package tracking device?,2,can|you|recommend|package|tracking|device,
I need a product to track calories,2,need|product|to|track|calories,
Show me fitness tracking devices,2,show|me|fitness|tracking|devices,
I want a heart rate monitor,2,want|heart|rate|monitor,
Looking for a blood pressure tracker,2,looking|for|blood|pressure|tracker,
Can you suggest a weight tracking scale?,2,can|you|suggest|weight|tracking|scale,
I need a water intake tracker bottle,2,need|water|intake|tracker|bottle,
Show me products for activity tracking,2,show|me|products|for|activity|tracking,
Looking for wedding anniversary presents,2,looking|for|wedding|anniversary|presents,
Need something for retirement celebration,2,need|something|for|retirement|celebration,
Shopping for graduation presents,2,shopping|for|graduation|presents,
Looking for housewarming items,2,looking|for|housewarming|items,
Need baby shower presents,2,need|baby|shower|presents,
Shopping for engagement ceremony,2,shopping|for|engagement|ceremony,
Looking for promotion celebration items,2,looking|for|promotion|celebration|items,
Need farewell party presents,2,need|farewell|party|presents,
Shopping for festival decorations,2,shopping|for|festival|decorations,
Looking for new year celebration items,2,looking|for|new|year|celebration|items,
Looking for desk organizers,2,looking|for|desk|organizers,
Need office supplies,2,need|office|supplies,
Show me stationery items,2,show|me|stationery|items,
Looking for home decor pieces,2,looking|for|home|decor|pieces,
Need kitchen gadgets,2,need|kitchen|gadgets,
Show me bathroom accessories,2,show|me|bathroom|accessories,
Looking for bedroom essentials,2,looking|for|bedroom|essentials,
Need living room items,2,need|living|room|items,
Show me outdoor furniture,2,show|me|outdoor|furniture,
Looking for garden tools,2,looking|for|garden|tools,
Looking for tech gadgets,2,looking|for|tech|gadgets,
Need smart home devices,2,need|smart|home|devices,
Show me wireless products,2,show|me|wireless|products,
Looking for portable chargers,2,looking|for|portable|chargers,
Need phone accessories,2,need|phone|accessories,
Show me laptop bags,2,show|me|laptop|bags,
Looking for headphones,2,looking|for|headphones,
Need speaker systems,2,need|speaker|systems,
Show me camera accessories,2,show|me|camera|accessories,
Looking for tablet stands,2,looking|for|tablet|stands,
Looking for jewelry items,2,looking|for|jewelry|items,
Need fashion accessories,2,need|fashion|accessories,
Show me watches,2,show|me|watches,
Looking for handbags,2,looking|for|handbags,
Need sunglasses,2,need|sunglasses,
Show me belts and wallets,2,show|me|belts|and|wallets,
Looking for scarves,2,looking|for|scarves,
Need hair accessories,2,need|hair|accessories,
Show me cosmetics,2,show|me|cosmetics,
Looking for perfumes,2,looking|for|perfumes,
Something for book lovers,2,something|for|book|lovers,
Need items for music enthusiasts,2,need|items|for|music|enthusiasts,
Looking for art supplies,2,looking|for|art|supplies,
Need craft materials,2,need|craft|materials,
Show me hobby items,2,show|me|hobby|items,
Looking for sports equipment,2,looking|for|sports|equipment,
Need fitness accessories,2,need|fitness|accessories,
Show me yoga products,2,show|me|yoga|products,
Looking for gaming accessories,2,looking|for|gaming|accessories,
Need photography gear,2,need|photography|gear,
Looking for pet accessories,2,looking|for|pet|accessories,
Need dog supplies,2,need|dog|supplies,
Show me cat products,2,show|me|cat|products,
Looking for aquarium items,2,looking|for|aquarium|items,
Need bird cage accessories,2,need|bird|cage|accessories,
Show me pet food items,2,show|me|pet|food|items,
Looking for pet toys,2,looking|for|pet|toys,
Need pet grooming products,2,need|pet|grooming|products,
Show me pet clothing,2,show|me|pet|clothing,
Looking for pet carriers,2,looking|for|pet|carriers,
Need items for newborns,2,need|items|for|newborns,
Looking for toddler products,2,looking|for|toddler|products,
Show me kids toys,2,show|me|kids|toys,
Need children's books,2,need|children|books,
Looking for school supplies,2,looking|for|school|supplies,
Show me kids clothing,2,show|me|kids|clothing,
Need baby care products,2,need|baby|care|products,
Looking for nursery items,2,looking|for|nursery|items,
Show me educational toys,2,show|me|educational|toys,
Need kids room decor,2,need|kids|room|decor,
Looking for travel accessories,2,looking|for|travel|accessories,
Need luggage items,2,need|luggage|items,
Show me travel bags,2,show|me|travel|bags,
Looking for passport holders,2,looking|for|passport|holders,
Need travel pillows,2,need|travel|pillows,
Show me packing cubes,2,show|me|packing|cubes,
Looking for toiletry bags,2,looking|for|toiletry|bags,
Need travel adapters,2,need|travel|adapters,
Show me luggage tags,2,show|me|luggage|tags,
recommend me something for my girlfriend,2,recommend|me|something|for|my|girlfriend,
recommend me something for my boyfriend,2,recommend|me|something|for|my|boyfriend,
recommend me something for my wife,2,recommend|me|something|for|my|wife,
recommend me something for my husband,2,recommend|me|something|for|my|husband,
recommend me something for my mom,2,recommend|me|something|for|my|mom,
recommend me something for my dad,2,recommend|me|something|for|my|dad,
recommend me something for my sister,2,recommend|me|something|for|my|sister,
recommend me something for my brother,2,recommend|me|something|for|my|brother,
recommend me something special,2,recommend|me|something|special,
recommend something nice,2,recommend|something|nice,
recommend something unique,2,recommend|something|unique,
recommend something useful,2,recommend|something|useful,
can you recommend something,2,can|you|recommend|something,
please recommend something,2,please|recommend|something,
recommend me anything,2,recommend|me|anything,
something to wear for party,2,something|to|wear|for|party,
something to wear daily,2,something|to|wear|daily,
something to wear to work,2,something|to|wear|to|work,
something to wear casual,2,something|to|wear|casual,
something to eat as gift,2,something|to|eat|as|gift,
something to drink as gift,2,something|to|drink|as|gift,
something for home decoration,2,something|for|home|decoration,
something for office use,2,something|for|office|use,
something for kitchen,2,something|for|kitchen,
something for bedroom,2,something|for|bedroom,
something to track my health,2,something|to|track|my|health,
something to track my fitness,2,something|to|track|my|fitness,
something to track my steps,2,something|to|track|my|steps,
something to track my calories,2,something|to|track|my|calories,
something to track my weight,2,something|to|track|my|weight,
a product to track my health,2,product|to|track|my|health,
a product to track fitness,2,product|to|track|fitness,
a product to track activity,2,product|to|track|activity,
a product for home,2,product|for|home,
a product for office,2,product|for|office,
a product for travel,2,product|for|travel,
a product for gym,2,product|for|gym,
gold necklace suggestions,2,gold|necklace|suggestions,
silver ring suggestions,2,silver|ring|suggestions,
watch suggestions,2,watch|suggestions,
perfume suggestions,2,perfume|suggestions,
bag suggestions,2,bag|suggestions,
shoe suggestions,2,shoe|suggestions,
gift suggestions for birthday,2,gift|suggestions|for|birthday,
gift suggestions for anniversary,2,gift|suggestions|for|anniversary,
gift suggestions for wedding,2,gift|suggestions|for|wedding,
product suggestions for her,2,product|suggestions|for|her,
product suggestions for him,2,product|suggestions|for|him,
suggestions for women,2,suggestions|for|women,
suggestions for men,2,suggestions|for|men,
suggestions for kids,2,suggestions|for|kids,
suggestions for couples,2,suggestions|for|couples,
need suggestions,2,need|suggestions,
give me suggestions,2,give|me|suggestions,
any suggestions,2,any|suggestions,
what do you suggest,2,what|do|you|suggest,
suggest something,2,suggest|something,
suggest me a gift,2,suggest|me|gift,
suggest a product,2,suggest|product,
what would you recommend,2,what|would|you|recommend,
what can you recommend,2,what|can|you|recommend,
what should I buy,2,what|should|buy,
what should I get,2,what|should|get,
help me choose a gift,2,help|me|choose|gift,
help me find something,2,help|me|find|something,
help me pick a product,2,help|me|pick|product,
show me options,2,show|me|options,
show me choices,2,show|me|choices,
what options do I have,2,what|options|do|have,
what are my choices,2,what|are|my|choices,
looking for recommendations,2,looking|for|recommendations,
need recommendations,2,need|recommendations,
want recommendations,2,want|recommendations,
seeking recommendations,2,seeking|recommendations,
asking for recommendations,2,asking|for|recommendations,
something affordable,2,something|affordable,
something expensive,2,something|expensive,
something luxury,2,something|luxury,
something budget friendly,2,something|budget|friendly,
something under 500,2,something|under,
something under 1000,2,something|under,
something premium,2,something|premium,
something cheap,2,something|cheap,
ideas for gift,2,ideas|for|gift,
ideas for present,2,ideas|for|present,
gifting ideas,2,gifting|ideas,
present ideas,2,present|ideas,
what to gift,2,what|to|gift,
what to buy as gift,2,what|to|buy|as|gift,
Looking for travel bottles,2,looking|for|travel|bottles,
anything for winter,2,anything|for|winter,
something warm to wear,2,something|warm|to|wear,
items for cold weather,2,items|for|cold|weather,
products for winter season,2,products|for|winter|season,
anything for summer,2,anything|for|summer,
something lightweight,2,something|lightweight,
items for hot weather,2,items|for|hot|weather,
products for monsoon,2,products|for|monsoon,
anything trendy,2,anything|trendy,
something unique,2,something|unique,
items under 500,2,items|under,
products on sale,2,products|on|sale,
anything colorful,2,anything|colorful,
something elegant,2,something|elegant,
luxury items,2,luxury|items,
premium products,2,premium|products,
affordable options,2,affordable|options,
budget-friendly items,2,budget|friendly|items,
something handmade,2,something|handmade,
traditional products,2,traditional|products,
modern items,2,modern|items,
vintage products,2,vintage|products,
something practical,2,something|practical,
useful items,2,useful|items,
decorative products,2,decorative|products,
functional items,2,functional|items,
eco-friendly products,2,eco|friendly|products,
sustainable items,2,sustainable|items,
organic products,2,organic|products,
natural items,2,natural|items,
recommend me anything,2,recommend|me|anything,
suggest something nice,2,suggest|something|nice,
looking for ideas,2,looking|for|ideas,
show me options,2,show|me|options,
what do you have,2,what|do|you|have,
give me suggestions,2,give|me|suggestions,
any recommendations,2,any|recommendations,
help me choose,2,help|me|choose,
what should I get,2,what|should|get,
help me decide,2,help|me|decide,
I need ideas for gift,2,need|ideas|for|gift,
looking for something special to gift,2,looking|for|something|special|to|gift,
want something to surprise,2,want|something|to|surprise,
need product ideas,2,need|product|ideas,
show me popular items,2,show|me|popular|items,
what are bestsellers,2,what|are|bestsellers,
trending products,2,trending|products,
most loved items,2,most|loved|items,
customer favorites,2,customer|favorites,
top rated products,2,top|rated|products,
show me gift,2,show|me|gift,
need gift,2,need|gift,
want gift,2,want|gift,
gift please,2,gift|please,
looking gift,2,looking|gift,
suggestion please,2,suggestion|please,
recommend anything,2,recommend|anything,
