"Hello, do you deliver to pincode", 1
"How much time would it take if ordered us okaced and pin is", 1
"Birthday", 2
"Hi", 1
"I need it to be send tomorrow as kids birthday is tomorrow any possibilities, as hosur is near to banglore", 1
"please send engravind sample", 1
"I want gift suggestion for friend for personalised category", 2
"Delivery time", 1
"I want a gift for husband for Diwali", 2
"I want gift suggestion for brother for birthday", 2
"What if the gold purity is not as mentioned", 1
"The teddy bear set", 2
"I want bluetooth speaker", 2
"Customised key chain", 2
"I want gift suggestion for husband for birthday", 2
"I want a gift for wife for Karva Chauth", 2
"How many days for the delivery in dehradun", 1
"Can i get the photo frame as table top", 1
"Offers", 1
"deliver to netherlands?", 1
"Need customized keychain", 2
"I am not able to add to cart.", 1
"How to redeem the voucher coupon", 1
"Required key rings", 2
"Want some unique gift for my sister on her birthday", 2
"I want to write big message over this", 1
"Watch", 2
"Does it have sound?", 1
"I wanted my order to be delivered faster", -1
"I registered my giftcart", 1
"Hlo", 1
"Farewell quotes", 1
"How can I use giftkart voucher", 1
"Delete account", 1
"how long will it take for me to recieve my order if i order today?", 1
"How to redeem voucher", 1
"Can't", 1
"I want a gift for babies for Diwali", 2
"I want gift suggestion for friend for personalised category", 2
"how to personalise this", 1
"Is this hardcopy or softcopy ?", 1
"I want gift suggestion for friend in all gifts", 2
"I want gift suggestion for general in all gifts", 2
"Can I get blank pieces of paper so that I can write myself?", 1
"good", 1
"I want to add bigger message", 1
"Can I call you", -2
"I want gift suggestion for friend in all gifts", 2
"I need pages notebook.", 2
"Bbl", 1
"My order has been shipped.how to track it", -1
"Whatsapp number for order?", 1
"live agent", -2
"Is my order placed ?", -1
"Same day delivery", 1
"i want to send gift vouchers in bulk", 1
"How to track my order", -1
"If like to preview the image", 1
"need ideas", 2
"I want gift suggestion for boyfriend for birthday", 2
"Poorvika bike point keychain", 2
"I want gift suggestion for boyfriend for birthday", 2
"I want a gift for girlfriend for Christmas", 2
"how many days after ordering for the card to reach Mumbai", 1
"I want bracelet", 2
"Contact", -2
"Suprise gift for women", 2
"I want a gift for girlfriend for Independence Day", 2
"Voucher code for case", 1
"What is max size of wood frame you make?", 1
"I wanted to order a product but it's taking longer time to deliver", 1
"Will deliver tonight", 1
"Hi, I need help with my order", -1
"Customized gift hamper", 2
"I want gift suggestion for friend for personalised category", 2
"Hy", 1
"How much does this bracelet weigh?", 1
"Can I get this with free delivery andon July th", 1
"I want empty letters ill fill by myself", 2
"The name I want personalised is alphabets", 1
"wooden Sketch BNN skta hai kya", 1
"I want unruled customized book", 2
"Hi, I want to order personalised mixed photos puzzle. Will it be delivered to Hyderabad by Friday August st?", 1
"I need to get a get well soon teddy by tomorrow", 2
"I want name on keychain", 2
"When it can be delivered?", 1
"I want gift suggestion for husband for birthday", 2
"I want gift suggestion for boyfriend for love gifts", 2
"I want gift suggestion for kids", 2
"Phone pouches is available here", 1
"I want gift suggestion for kids", 2
"I want gift suggestion", 2
"Hey can I get this order this month of st", 1
"I need to change the name", -1
"How to join as an artist", 1
"corporate gifts", 2
"I want gift suggestion for sister", 2
"Track Order", -1
"ji", 1
"I want gift suggestion for boyfriend for personalised category", 2
"escada perfume i need", 2
"I want gift suggestion for general in hatke category", 2
"corporate gifting options", 2
"Need to place an order for scroll", 1
"Cancel order", -1
"Need someone to contact me asap for a custom order", -2
"I want gift suggestion for boyfriend for personalised category", 2
"Can I decide the font in which I want the name printed", 1
"I want to order puzzle frame", 2
"RETURN", 1
"Why is name and required?", 1
"Are you dealing with customise gold chain with name pendent", 1
"What is the word limit for the letters", 1
"I need COD", 1
"I want to customise a keychain", 2
"Careers", 1
"can i add flowers to this get well card", 1
"When will I get my order preview mail after ordering", 1
"I want to see preview before making payment", 1
"I want a gift for wife for Karva Chauth", 2
"I want gift suggestion for friend for birthday", 2
"I want gift suggestion for brother in all gifts", 2
"Can the message be in any language?", 1
"Gift for employees on independence", 2
"I want gift suggestion for friend for birthday", 2
"query about this product - Create Your Own Round Metal Keychain", 1
"I want to enter more than letters... What to do", 1
"Key chain", 2
"Hiii i want to order pc customize keyring", 2
"Can i see the preview before payment?", 1
"I want gift suggestion for dad for anniversary", 2
"My Love, Power and support my Family", 1
"I need to order personalized gift card", 2
"How fastly I will get order", 1
"Are you in Delhi?", 1
"How to write my own affirmation and reminders on coffee mug?", 1
"Is this genuine", 1
"My order", -1
"Gift for favourite senior on his farewell", 2
"I want a gift for wife for Karva Chauth", 2
"I want gift suggestion", 2
"I need it in a wooden frame", 1
"I want a gift for dad for Fathers Day", 2
"I want gift suggestion for general in all gifts", 2
"Is order return", 1
"I want rose gold chain with xoxo pendent", 2
"I want a gift for dad for Fathers Day", 2
"How to cancel my order", 1
"Unable to add in cart", 1
"I want a gift for dad for Fathers Day", 2
"I want gift suggestion for husband in all gifts", 2
"I want to return a product", 1
"I want to see the preview", 1
"kanchansitlani@gmail.com", 1
"Cancel order", -1
"Which year am i supposed to enter", 1
"Oiipôuôiii", 1
"I want fast delivery", 1
"I want gift suggestion for wife", 2
"can i get the delivery witin -hrs?", 1
"Address", 1
"I want to change size of my order", -1
"Home appliance shop model key chain", 2
"How much time it takes to deliver to Bangalore", 1
"How to login to account", 1
"Send a gift", 2
"Birthday", 2
"Hii", 1
"I want gift suggestion for mother in all gifts", 2
"I want a gift for boyfriend for Onam", 2
"Contact number", -2
"I want gift suggestion for general in all gifts", 2
"Amanda", 1
"I want a gift for husband for Fathers Day", 2
"I want gift suggestion for husband for personalised category", 2
"I want gift suggestion for friend for personalised category", 2
"What is the size?", 1
"Need a call", -2
"I want gift suggestion", 2
"how do i upload my writeup for this scroll", 1
"I want gift suggestion for friend for birthday", 2
"call me", -2
"Iwant single artificial rose long stem", 2
"How to order this", 1
"I want to buy a cushion having a print of my note in kannada language. Is it possible to get", 1
"which kind of prodcuts you are selling", 1
"Coupon", 1
"I want gift suggestion for husband for anniversary", 2
"I want gift suggestion for boyfriend for birthday", 2
"I want gift suggestion for boyfriend for birthday", 2
"Is this gift made out of glass or which material", 1
"I want a gift for brother for Raksha Bandhan", 2
"hii", 1
"I want a gift for girlfriend for Christmas", 2
"May check_circle_outline", 1
"I need pieces puzzle", 2
"Preview", 1
"I want gift suggestion for friend", 2
"ज्ञक्षछययक्षक्षम‌क्षज्ञक्ष क्षक्षक्षक्षक्षज्ञक्षक्षक्षक्षक्षक्षक्षक्षक्षक्षक्षक्षक्षक्षक्षक्षक्षक्षज्ञक्षक्षम‌क्षक्षक्षज्ञक्षक्षक्षक्षक्षभक्षक्षक्षक्षक्षज्ञक्ष ज्ञ", 1
"Can I get sample image how my uploaded pic will look", 1
"Can I know if I get any coupons for the first order", 1
"Is it possible to do complete customization on the mirror card?", 1
"Photo name ke hisab se kaise send krein", 1
"I want gift suggestion", 2
"Any discount can i get", 1
"Can I get delivery tomorrow", 1
"I want gift suggestion for friend for birthday", 2
"I want gift suggestion for husband for love romance", 2
"I want gift suggestion for dad for anniversary", 2
"test@gmail.com", 1
"can i get the gift today - pincode is", 1
"I want gift suggestion for mother", 2
"Birthday gift for men", 2
"I want a gift for mother for Independence Day", 2
"Nk knmjp", 1
"I want gift suggestion for general in all gifts", 2
"Phone cases", 2
"I am searching for a gift th wedding anniversary traditional tin gift", 2
"Hi when can I get if I order today", 1
"When will the order be delivered", -1
"Hi I need a jigsaw puzzle customized with photos", 2
"Check DMRM is valid code or not", 1
"Customized silver coin", 2
"How can I edit the message in the order", -1
"Mother day", 2
"Expected delivery", 1
"Send phone number", -2
"I want gift suggestion for friend for birthday", 2
"Which app it is?", 1
"I want to gift mu mom on mother's day under what is suitable to buy???", 2
"I want to order customised card", 2
"Can I customise the date and time of the delivery??", 1
"I want a gift", 2
"Photo change karna hai", -1
"Any promocode", 1
"I want gift suggestion for husband for anniversary", 2
"Does reasons customisable?", 1
"hi i want a krishna instead of ganesha in gift is it possible?", 1
"I want gift suggestion for boyfriend for love gifts", 2
"How to order", 1
"Hiw much time it will take if i order now", 1
"I have an order number for my product. How can I ?", -1
"Hey not able to opt for templates", 1
"Cash on delivery is available??", 1
"I want gifts under for the quantity of pax", 2
"How to clear my cart", 1
"Is there any app", 1
"How to set personalised cushion", 1
"Call me", -2
"I'd it original Gucci and is packing original", 1
"I want to order qty Spotify engraved photo frame", 2
"I want gift for my bhabhi", 2
"I want gift suggestion for general", 2
"how do I CUSTOMISE DATE OF delivery?", 1
"may I know how my message will look on the card?", 1
"I want gift suggestion for dad for birthday", 2
"I want gift suggestion for friend for personalised category", 2
"What is the maximum height in cm ?", 1
"How can I add pics to pillow", 1
"How can I send multiple images as zipfile from.mobile", 1
"I've a coupon", 1
"I'm looking for job opportunities", 1
"Off on first order", 1
"offers", 1
"I want gift suggestion for wife in all gifts", 2
"How many days it will take to deliver to Bengaluru", 1
"Best friend birthday gift", 2
"I want gift suggestion for boyfriend for birthday", 2
"Gift voucher is not applying in cart", 1
"Unable to place order", 1
"hey", 1
"customise cake", 2
"All gifts", 2
"Fufa ji k liye", 2
"Kya es ki price dollar my hn", 1
"a gift for newly wed couple", 2
"Akash", 1
"Estimated delivery ?", 1
"Need same day delivery", 1
"I want gift suggestion for general in all gifts", 2
"Coupan ?", 1
"Add on delights", 2
"Baby brith photo frame", 2
"CONTACT", -2
"I want gift suggestion", 2
"do you make customized fridge magnets", 1
"Shelake_pandit@yahoo.com", 1
"Price in usd", 1
"Aesthetic gift for sister", 2
"Activate the card", 1
"I done wuth order but could not upload picture", 1
"Can i order on website", 1
"I want to cancel", -1
"thermal cope beer ml", 2
"cancel order", -1
"Hello..I am trying to place order but dummy gifs have been added as default in my cart. I want to delete them", 1
"Photo upload kese kru", 1
"Can I have preview of my order", 1
"I want to cancel my order", -1
"What is the estimated time of delivery of greeting card on pincode", 1
"Cancel order", -1
"Anniversary", 2
"Will the billing address be mentioned on the gift?", 1
"What will be delivery time", 1
"I want gift suggestion for friend for birthday", 2
"I want gift suggestion for friend for birthday", 2
"I want gift suggestion for boyfriend for personalised category", 2
"Is same day delivery available?", 1
"I want gift suggestion for wife", 2
"Can I give message in Marathi", 1
"Hey, if I share an image will you be able to customize it as a puzzle? And will you be framing the puzzle or will I be able to do it once I put together the puzzle?", 1
"Can't track my order", -1
"Need to order for", 2
"Can I get a customer care number?", -2
"how to know delivery date and time", 1
"Need to talk to an agent", -2
"College farewell gifts under rs 500", 2
"I want a gift for husband for Fathers Day", 2
"Coupon code first time user", 1
"I want a water bottle with personalized name on it", 2
"code for st order off", 1
"is cod avialable??", 1
"contact number", -2
"I want gift suggestion for couples for anniversary", 2
"Saari function gift", 2
"how to activate vouchers", 1
"I want gift suggestion for sister in all gifts", 2
"I want several gift for my girlfriend which she can use daily under", 2
"HI, i need your help", 1
"I want gift suggestion for husband in naughty gifts", 2
"I want cute boy doll", 2
"Hey", 1
"Can I write a customized message on the teddy", 1
"did not get the store credit regarding my cancelled order", -1
"I want to gift for my brother on tomorrow", 2
"Resin art?", 2
"I don't want from in card", 1
"What are the chocolate for birthday", 2
"How to see preview of my selection in my cart", 1
"I want to make a customized newspaper congrating a frnd", 2
"Some gifts are not opening to", 1
"Want to cancel my order", -1
"I want gift suggestion for friend for personalised category", 2
"I need one day delivery", 1
"I want a gift for husband for Valentine's Day", 2
"how much time will it take to deliver to patiala", 1
"i have ordered the card but how to customized after oder", -1
"Khushi", 1
"I want a gift for husband for Valentine's Day", 2
"Placing an order", 1
"gram silver coin", 2
"Cancel my order", -1
"Hiii", 1
"How to order ??", 1
"I want a gift for couples for Valentine's Day", 2
"When will you deliver the gift", 1
"I want gift suggestion", 2
"I want a gift for wife for Valentine's Day", 2
"In how many days product will delivered ?", 1
"How much time will it take to deliver this thing", 1
"The king pet portrait", 2
"Can I get a personalised box without Happy Birthday weitton it?", 1
"Need to talk", -2
"I need to know tentative order date", 1
"Hy i need few gift options for my female employees on womens day under budget each", 2
"I want gift suggestion for boyfriend in all gifts", 2
"how long for delivery", 1
"I want a gift for husband for Valentine's Day", 2
"What is the delivery time", 1
"First show the preview of caricature", 1
"Hi I need this gift to deliver on th Feb morning", 1
"Not able to remove items from cart", 1
"I want gift suggestion for boyfriend for birthday", 2
"x", 1
"Wish to deliver anniversary gift on rd Feb in Howrah", 1
"When is the delivery?", 1
"I am not able to upload photos", 1
"I want gift suggestion for husband in all gifts", 2
"I want a gift for husband for Valentine's Day", 2
"When my order is arrived", -1
"Is there app ??", 1
"hi can i have a personalised magazine cover for my husbands birthday.....VOGUE and filmfare digital copy", 2
"Wen will i get the preview", 1
"Return", 1
"Is cod available", 1
"pawarsneha@gmail.com", 1
"How many time for delivery", 1
"I want a gift for boyfriend for Valentine's Day", 2
"Kk.Kia k", 1
"Need to call", -2
"How much time it takes u to deliver in hyd", 1
"Isn't there a same day delivery", 1
"Is international shipping available?", 1
"Hlo is it same day delivery or", 1
"Wooden frame have stand", 1
"I want gift suggestion for dad for birthday", 2
"suggest me a birthday to my father on his year birthday", 2
"I want gift suggestion for husband for birthday", 2
"I want to talk to you", -2
"I want gift suggestion for friend for birthday", 2
"I want gift suggestion for boyfriend for personalised category", 2
"I want a gift for husband for Valentine's Day", 2
"Would like to get sketch art photo frame", 2
"How many days for delivery", 1
"I want a gift for husband for Valentine's Day", 2
"APKI MANUFACTURING KHA PAR HAI DELHI MAI", 1
"What is the delivery time ?", 1
"I want a minions customisation cup but it would be D silicone stainless cup", 2
"I want to cancel.my order", -1
"I want gift suggestion for husband for birthday", 2
"Hii", 1
"Newspaper", 2
"Early delivery possible?", 1
"Love", 2
"Customercare no.", -2
"I want to send the gift on specific date", 1
"TODAY ORDER POSSIBLE", 1
"I want gift suggestion for girlfriend in all gifts", 2
"I want to get my order delivered on Feb", 1
"I want gift suggestion for husband for personalised category", 2
"Is my order complete?", -1
"Anniversary", 2
"I want gift suggestion for wife in all gifts", 2
"Products will be deliver to Ludhiana or not", 1
"Hi I want to remove all previous items from cart and want to add new but not able to do", 1
"Products are deliverable at my location", 1
"I want a gift for girlfriend for Valentine's Day", 2
"Cash on delivery available", 1
"I want gift suggestion for husband for anniversary", 2
"Cod option available", 1
"I want gift suggestion for wife in all gifts", 2
"I want gift suggestion for brother", 2
"I want gift suggestion for husband for birthday", 2
"If have a possible one day delivery", 1
"My order broken", -1
"change address for placed order", -1
"I want to personalize a gift", 2
"Coupon", 1
"hi can you get me personalised newspapr of pages?", 2
"Want to see how it looks after customized", 1
"Cancel my order", -1
"I want a gift for boyfriend for Valentine's Day", 2
"I want gift suggestion for brother for birthday", 2
"Are the frames wall mountable?", 1
"I want a gift for husband for Valentine's Day", 2
"I want a gift for wife for Valentine's Day", 2
"I want a gift for husband for Valentine's Day", 2
"I want gift suggestion for friend for birthday", 2
"Bulk order", 1
"Need to return", 1
"I want gift suggestion for husband for birthday", 2
"Issue", -2
"Mare pass giftkart vocher hai muje use shopping karni", 1
"how do i want to do shopping", 1
"I want gift suggestion for Boyfriend in naughty gifts", 2
"I want gift suggestion for Boyfriend in naughty gifts", 2
"I want bulk order", 1
"new year customised calender", 2
"I have seen wooden plague at rs is that true?", 1
"I have to apply vocher", 1
"I want gift suggestion for boyfriend", 2
"need seat cover", 2
"Hey I want the hand written poem to frame with my daughter picture", 2
"need to change address for Order GC", -1
"Noght m lighting hoti h", 1
"I want my own personalized wood texture painting under rupees", 2
"I want a gift for husband for Valentine's Day", 2
"I want gaming giftcart", 2
"Do you accept orders from Pakistan through online payment methods?", 1
"I want gift suggestion for husband", 2
"Haapy new year mirror card", 2
"I want to order this product, but I need this gift on th dec.. I need express delivery.. it's possible?", 1
"Length of this wooden frame", 1
"I am unable to add my coupan", 1
"PLS LESS RUPEES", 1
"I need feet * feet size", 1
"Size?", 1
"Coin", 2
"I want gift suggestion for wife in all gifts", 2
"I want gift suggestion for dad for birthday", 2
"I want gift suggestion for boyfriend for birthday", 2
"I want to enquire about a card", 1
"I want gift suggestion for friend for birthday", 2
"Want to send a gift to thailand", 1
"i want to know how much time will it take to deliver. my pincode is", 1
"I want to use vaucher code", 1
"Send more pics", 1
"First time purchase coupon code", 1
"Send a gift kya hai", 1
"I want gift suggestion", 2
"I have voucher of giftkart I want to use", 1
"Any sample of personalised beer mugs", 1
"I want to ask", 1
"I have voucher of your site and want to redeem the voucher and plz guide", 1
"Will it be delivered same day", 1
"I want gift suggestion for friend", 2
"I want gift suggestion for friend for birthday", 2
"I want to reset my password, but not getting the recovery mail on my mail id", 1
"I want gift suggestion for girlfriend", 2
"Best friend", 2
"I want gift suggestion for couples for wedding", 2
"How to download giftcart app", 1
"I want gift suggestion for sister", 2
"I want gift suggestion for brother in all gifts", 2
"how to redeem a gift vouchergift card", 1
"Hello i just want to know... Can you make pic on wooden for th anniversary", 1
"Send the WhatsApp number please", -2
"Any possibilities happen ... Preview is done before payment", 1
"I want gift suggestion for friend in all gifts", 2
"Can I see the preview", 1
"Customize", 1
"Cm of", 1
"tell me the time when it will be deliver", 1
"I want gift suggestion for friend for birthday", 2
"email status", -1
"I want gift suggestion for friend for birthday", 2
"I want photos in Personalized pull me closer box", 1
"Coupon", 1
"I want gift suggestion for wife in all gifts", 2
"Size of this frame", 1
"Birthday thought photo frame", 2
"How to cancel an order", 1
"What is your return policy for gifts?", 1
"Do you offer gift wrapping services?", 1
"What are the gift exchange policies?", 1
"Can I return a personalized gift?", 1
"What payment methods do you accept for gift orders?", 1
"Do you have a refund policy for gift items?", 1
"Are there any shipping charges for gifts?", 1
"What is your policy on damaged gifts?", 1
"Do you offer gift receipts?", 1
"What are your company policies for gift returns?", 1
"Can I cancel a gift order after placing?", 1
"What is the maximum value for a gift voucher?", 1
"Do you have any gift card terms and conditions?", 1
"What is your privacy policy regarding gift data?", 1
"Are there any restrictions on international gift shipping?", 1
"I need a product to track my fitness", 2
"Looking for a device to track my running", 2
"Can you suggest a tracker for my bike?", 2
"I want to buy a GPS tracker for my car", 2
"Show me products to track my sleep", 2
"I need a health monitoring device", 2
"Looking for a smartwatch to track steps", 2
"Can you recommend a package tracking device?", 2
"I need a product to track calories", 2
"Show me fitness tracking devices", 2
"I want a heart rate monitor", 2
"Looking for a blood pressure tracker", 2
"Can you suggest a weight tracking scale?", 2
"I need a water intake tracker bottle", 2
"Show me products for activity tracking", 2
"Where is the agent located to which I would be talking?", 1
"What are your agent working hours?", 1
"How can I provide feedback without an agent?", 1
"Do agents handle all queries?", 1
"What can an agent help me with?", 1
"Are agents available on weekends?", 1
"Can I send a document to an agent later?", 1
"What training do your agents receive?", 1
"How do I escalate beyond first agent?", 1
"Do you have specialized agents for technical issues?", 1
"Looking for wedding anniversary presents", 2
"Need something for retirement celebration", 2
"Shopping for graduation presents", 2
"Looking for housewarming items", 2
"Need baby shower presents", 2
"Shopping for engagement ceremony", 2
"Looking for promotion celebration items", 2
"Need farewell party presents", 2
"Shopping for festival decorations", 2
"Looking for new year celebration items", 2
"What items do you sell?", 1
"Do you have a catalog?", 1
"What categories are available?", 1
"Show me your product range", 1
"What brands do you carry?", 1
"Do you sell electronics?", 1
"What price range do you offer?", 1
"Are your products handmade?", 1
"Do you source locally?", 1
"What materials do you use?", 1
"My order confirmation email is missing", -1
"I didn't receive order details", -1
"Order confirmation not sent", -1
"Need to verify my order placement", -1
"Check if order went through", -1
"Order not showing in my account", -1
"Did my order get registered?", -1
"Need order receipt", -1
"Order summary not received", -1
"Confirm order was placed", -1
"Can I speak with someone about technical issues?", -2
"Need urgent assistance with broken product", -2
"This is not working, need help now", -2
"Transfer me to technical support", -2
"I need immediate human assistance", -2
"Connect me to supervisor please", -2
"This chatbot cannot help, need human", -2
"Escalate this to an actual person", -2
"I want to file a complaint", -2
"Need to speak with customer service rep", -2
"Let me talk to a real person", -2
"Stop giving automated responses, get agent", -2
"This is urgent, connect me now", -2
"I need someone who can actually help", -2
"Transfer to live support team", -2
"What is the warranty on products?", 1
"Do you offer extended warranty?", 1
"What does your warranty cover?", 1
"How long is the warranty period?", 1
"Is there a money-back guarantee?", 1
"What is your quality assurance policy?", 1
"Do you test products before shipping?", 1
"What certifications do your products have?", 1
"Are products authentic?", 1
"Do you guarantee product quality?", 1
"Looking for desk organizers", 2
"Need office supplies", 2
"Show me stationery items", 2
"Looking for home decor pieces", 2
"Need kitchen gadgets", 2
"Show me bathroom accessories", 2
"Looking for bedroom essentials", 2
"Need living room items", 2
"Show me outdoor furniture", 2
"Looking for garden tools", 2
"How do I modify my shipping address?", -1
"Need to change delivery location", -1
"Update shipping address for order", -1
"Wrong address entered, need to fix", -1
"Change delivery pincode", -1
"Update order destination", -1
"Modify shipping details", -1
"Need to reroute my order", -1
"Change delivery address before shipping", -1
"Update order postal code", -1
"What size options are available?", 1
"What colors do you have?", 1
"Is this available in XL?", 1
"Do you have different variants?", 1
"What dimensions does this come in?", 1
"Is this product available in blue?", 1
"What capacity options exist?", 1
"Do you have this in different materials?", 1
"What weight options are there?", 1
"Is this available in other styles?", 1
"Looking for tech gadgets", 2
"Need smart home devices", 2
"Show me wireless products", 2
"Looking for portable chargers", 2
"Need phone accessories", 2
"Show me laptop bags", 2
"Looking for headphones", 2
"Need speaker systems", 2
"Show me camera accessories", 2
"Looking for tablet stands", 2
"Do you ship to rural areas?", 1
"What are your delivery zones?", 1
"Is express shipping available?", 1
"Do you deliver on holidays?", 1
"What courier service do you use?", 1
"Can I schedule a delivery time?", 1
"Do you offer same-day in my city?", 1
"What is standard delivery time?", 1
"Are there delivery restrictions?", 1
"Do you ship internationally?", 1
"Where has my package reached?", -1
"What is current location of my order?", -1
"Has my order been dispatched?", -1
"When was my order shipped?", -1
"What is delivery status?", -1
"Is my order out for delivery?", -1
"Has courier picked up my order?", -1
"What stage is my order in?", -1
"Show delivery timeline", -1
"When will order arrive?", -1
"Looking for jewelry items", 2
"Need fashion accessories", 2
"Show me watches", 2
"Looking for handbags", 2
"Need sunglasses", 2
"Show me belts and wallets", 2
"Looking for scarves", 2
"Need hair accessories", 2
"Show me cosmetics", 2
"Looking for perfumes", 2
"What payment options do you support?", 1
"Can I pay with PayPal?", 1
"Do you accept credit cards?", 1
"Is UPI payment available?", 1
"Can I pay on delivery?", 1
"Do you take debit cards?", 1
"Is net banking an option?", 1
"Can I pay in installments?", 1
"Do you accept gift cards as payment?", 1
"What digital wallets do you support?", 1
"Something for book lovers", 2
"Need items for music enthusiasts", 2
"Looking for art supplies", 2
"Need craft materials", 2
"Show me hobby items", 2
"Looking for sports equipment", 2
"Need fitness accessories", 2
"Show me yoga products", 2
"Looking for gaming accessories", 2
"Need photography gear", 2
"I received wrong item", -1
"This is not what I ordered", -1
"Wrong product delivered", -1
"Item doesn't match description", -1
"Received different color", -1
"Wrong size sent", -1
"This is defective", -1
"Product arrived damaged", -1
"Item has manufacturing defect", -1
"Broken piece in package", -1
"How do I create an account?", 1
"Forgot my password", 1
"Cannot login to account", 1
"How to reset password?", 1
"Update my profile information", 1
"Change my email address", 1
"Update phone number", 1
"Delete my account", 1
"How to view order history?", 1
"Manage my wishlist", 1
"Looking for pet accessories", 2
"Need dog supplies", 2
"Show me cat products", 2
"Looking for aquarium items", 2
"Need bird cage accessories", 2
"Show me pet food items", 2
"Looking for pet toys", 2
"Need pet grooming products", 2
"Show me pet clothing", 2
"Looking for pet carriers", 2
"Do you have loyalty program?", 1
"How do rewards points work?", 1
"What benefits for members?", 1
"How to earn points?", 1
"Can I redeem points?", 1
"What is membership cost?", 1
"Are there membership tiers?", 1
"How to join rewards program?", 1
"What perks for premium members?", 1
"How to check my points balance?", 1
"Need items for newborns", 2
"Looking for toddler products", 2
"Show me kids toys", 2
"Need children's books", 2
"Looking for school supplies", 2
"Show me kids clothing", 2
"Need baby care products", 2
"Looking for nursery items", 2
"Show me educational toys", 2
"Need kids room decor", 2
"Is bulk ordering available?", 1
"Do you offer wholesale prices?", 1
"What is minimum order quantity?", 1
"Are there volume discounts?", 1
"Can I order in large quantities?", 1
"Do you supply to businesses?", 1
"What are corporate order terms?", 1
"Is there a bulk discount?", 1
"Can I get quote for 100 units?", 1
"Do you have B2B pricing?", 1
"Looking for travel accessories", 2
"Need luggage items", 2
"Show me travel bags", 2
"Looking for passport holders", 2
"Need travel pillows", 2
"Show me packing cubes", 2
"Looking for toiletry bags", 2
"Need travel adapters", 2
"Show me luggage tags", 2
"recommend me something for my girlfriend", 2
"recommend me something for my boyfriend", 2
"recommend me something for my wife", 2
"recommend me something for my husband", 2
"recommend me something for my mom", 2
"recommend me something for my dad", 2
"recommend me something for my sister", 2
"recommend me something for my brother", 2
"recommend me something special", 2
"recommend something nice", 2
"recommend something unique", 2
"recommend something useful", 2
"can you recommend something", 2
"please recommend something", 2
"recommend me anything", 2
"something to wear for party", 2
"something to wear daily", 2
"something to wear to work", 2
"something to wear casual", 2
"something to eat as gift", 2
"something to drink as gift", 2
"something for home decoration", 2
"something for office use", 2
"something for kitchen", 2
"something for bedroom", 2
"something to track my health", 2
"something to track my fitness", 2
"something to track my steps", 2
"something to track my calories", 2
"something to track my weight", 2
"a product to track my health", 2
"a product to track fitness", 2
"a product to track activity", 2
"a product for home", 2
"a product for office", 2
